Brand,Model,Year_of_Manufacture,Condition,Transmission,Fuel_Type,Engine_Capacity,Mileage,Price_LKR
Hyundai,Accent,2001,Used,Automatic,Petrol,1500,175000,3185000
Toyota,Aqua,2014,Used,Automatic,Hybrid,1496,127335,8300000
Land Rover,Defender,2026,Brand New,Automatic,Hybrid,2000,0,85000000
BMW,730d,2010,Vehicle is in mint condition,Automatic,Diesel,3000,120000,18550000
Mercedes Benz,GLE 400,2026,Brand New,Automatic,Hybrid,2000,0,85000000
Mitsubishi,L200,2018,Used,Automatic,Diesel,2500,150000,16000000
Mercedes Benz,GLE 400,2026,Brand New,Automatic,Hybrid,2000,0,89000000
BMW,X5,2017,Used,Automatic,Petrol,1999,150000,24000000
Honda,Fit,2014,Used,Automatic (Smooth Drive & Gearbox),Hybrid (Petrol) - Highly Economical,1500,153000,8075000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,0,14550000
Audi,A3,2023,Used,Automatic,Hybrid,1000,19500,17500000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,0,14650000
BMW,318i,2018,Vehicle maintained to the highest standards and kept in mint condition.,Automatic,Petrol,1500,73000,19850000
Toyota,Vitz,2007,Used,Automatic,Petrol,1000,170000,5250000
Kia,Sonet,2025,Reconditioned,Tiptronic,Petrol,1000,10000,11650000
Kia,Picanto,2016,Used,Automatic,Petrol,1000,134000,5350000
Audi,Q2,2018,Maintained in excellent condition,Automatic,Petrol,1000,106000,11985000
Hyundai,Santa Fe,2011,Used,Automatic,Petrol,2400,176987,6775000
Mercedes Benz,C200,2014,Used,Automatic,Petrol,1991,85000,20000000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,50,18675000
Nissan,Sunny,1986,Used,Manual,Petrol,1300,96000,1720000
Toyota,Alphard,2014,Used,Automatic,Hybrid,2400,104000,23450000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,19475000
BMW,523i,2024,Reconditioned,Automatic,Petrol,2000,16000,52700000
Lexus,LBX,2025,Reconditioned,Automatic,Hybrid,1500,3000,25600000
Mercedes Benz,E200,2025,Reconditioned,Automatic,Petrol,1500,5000,66500000
Audi,Q2,2018,Maintained in excellent condition,Automatic,Petrol,1000,104000,11950000
Kia,Sonet,2026,Brand New,Automatic,Petrol,2026,0,12650000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,21250000
Mazda,Familia,1999,Used,Automatic,Petrol,1500,230979,3695000
Zotye,Nomad,2008,Used,Manual,Petrol,1300,56487,3695000
Toyota,Land Cruiser Prado,2017,Used,Automatic,Diesel,3000,64000,50500000
Suzuki,Swift,2005,Used,Automatic,Petrol,1300,150000,5875000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,20,14975000
BMW,X1,2018,Used,Automatic,Petrol,1500,70000,16000000
Nissan,Sunny,1997,Used,Automatic,Diesel,1999,30000,2600000
Toyota,Land Cruiser Prado,1995,Used,Manual,Diesel,3000,137000,16000000
Mitsubishi,Montero,2013,Used,Tiptronic,Diesel,3200,147000,23750000
Toyota,Land Cruiser,2016,Used,Automatic,Diesel,4500,82000,75000000
Peugeot,5008,2020,Used,Automatic,Petrol,1200,130000,17000000
Toyota,Raize,2024,Reconditioned,Automatic,Petrol,1200,40000,12850000
Suzuki,Fronx,2026,Brand New,Automatic,Hybrid,1000,0,11350000
Suzuki,Alto,2014,Used,Manual,Petrol,800,150000,4000000
Nissan,Dayz,2015,Used,Automatic,Petrol,650,57978,6495000
Mercedes Benz,S580e,2027,Brand New,Automatic,Hybrid,3000,0,165000000
DFSK,Glory,2021,Used,Automatic,Petrol,1500,46000,9250000
Nissan,Dayz,2024,Reconditioned,Automatic,Hybrid,660,7000,8175000
Toyota,Raize,2023,Brand New,Automatic,Petrol,1200,8000,13600000
Toyota,Vitz,2019,Used,Automatic,Petrol,1000,60000,9250000
Honda,Fit,2010,Used,Automatic,Petrol,1300,180392,6500000
Ford,Ranger,2015,Used,Manual,Diesel,3200,114000,14800000
Mazda,6,2008,Used,Automatic,Petrol,1999,129900,6150000
Perodua,Viva Elite,2011,Used,Automatic,Petrol,1000,118462,4595000
Mercedes Benz,S580e,2027,Brand New,Automatic,Hybrid,3000,0,229000000
Toyota,Roomy,2026,Brand New,Automatic,Petrol,990,0,12600000
Audi,Q5,2011,Used,Automatic,Petrol,2000,190000,11500000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,18775000
Honda,Vezel,2026,Import,Automatic,Hybrid,1500,4,20250000
Mercedes Benz,C200,2019,Used,9G-TRONIC 9-speed automatic transmission & triptronic,Petrol,1500,73000,23500000
Land Rover,Range Rover Evoque,2026,Brand New,Automatic,Hybrid,1500,0,58000000
Land Rover,Defender,2025,Used,Automatic,Petrol,2500,10000,80000000
Honda,CRV,2025,Brand New,Automatic,Petrol,1500,0,31600000
Mercedes Benz,SLC 180,2018,Used,Tiptronic,Petrol,1800,28000,23500000
Toyota,Roomy,2024,Used,Automatic,Petrol,1000,9862,11095000
Honda,Vezel,2025,Brand New,Automatic,Hybrid,1500,12000,18275000
BMW,520i,2025,Brand New,Automatic,Hybrid,2000,0,67900000
BMW,520i,2025,Brand New,Automatic,Hybrid,2000,0,62000000
BMW,530i,2017,Used,Automatic,Petrol,1998,24000,32000000
Honda,N-WGN,2025,Brand New,Automatic,Petrol,660,250,8500000
Mitsubishi,Eclipse Cross,2019,Used,Automatic,Petrol,1500,85000,13500000
Honda,CRV,2018,Used,Automatic,Petrol,1500,67000,17500000
Toyota,Roomy,2023,Reconditioned,Automatic,Petrol,1000,31000,9585000
Audi,A4,2018,Used,Automatic,Petrol,1400,133419,17750000
Honda,Vezel,2025,Reconditioned,Automatic,Petrol,1490,13800,19150000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,21250000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,21200000
Daihatsu,Thor,2024,Reconditioned,Automatic,Petrol,1000,9000,9850000
Daihatsu,Mira,2025,Brand New,Automatic,Petrol,660,657,7290000
Honda,HR-V,2026,Brand New,Automatic,Hybrid,1500,1,19600000
Honda,Fit,2012,Used,Automatic,Hybrid,1330,123000,6675000
Honda,CRV,2019,Used,Automatic,Petrol,1500,44000,16975000
Mercedes Benz,C200,2025,Used,Automatic,Petrol,1500,1000,46900000
BAIC,X55 II,2025,Used,Automatic,Petrol,1498,11276,14800000
BAIC,X55 II,2024,Used,Automatic,Petrol,1498,10742,14750000
Mini,Cooper,1993,Used,Manual,Petrol,1275,15000,5950000
Mitsubishi,Lancer,1988,Used,Manual,Petrol,1500,300000,1100000
Toyota,Raize,2024,Used,Automatic,Hybrid,1200,3619,14090000
Nissan,X-Trail,2016,Reconditioned,Automatic,Hybrid,2000,126823,9850000
Land Rover,Range Rover,2026,Import,Automatic,Hybrid,3000,0,162500000
BMW,525i,2025,Brand New,Automatic,Petrol,2000,0,59500000
Toyota,Vios,2007,Used,Automatic,Petrol,1500,75000,6900000
Land Rover,Range Rover Sport,2019,Used,Automatic,Diesel,1990,91000,55000000
Nissan,X-Trail,2015,Well-maintained and in mint condition,Automatic,Hybrid,2000,113000,9500000
Mitsubishi,Outlander,2015,Used,Automatic,Hybrid,2000,104000,14950000
Land Rover,Range Rover Sport,2018,Used,Automatic,Petrol,2000,87000,64500000
Toyota,Hilux,2016,Used,Manual,Diesel,2400,113672,18000000
Tata,Xenon,2011,Used,Automatic,Petrol,3000,170000,4750000
Toyota,Yaris Cross,2024,Used,Automatic,Petrol,1500,11000,17350000
Land Rover,Defender,2015,Used,Manual,Diesel,2200,76000,32500000
Kia,Sorento,2012,Used,Automatic,Diesel,2200,140937,11850000
Audi,A5,2018,Used,Automatic,Petrol,1400,78000,22500000
Nissan,Roox,2024,Reconditioned,Automatic,Hybrid,658,28000,8950000
Nissan,Bluebird,2011,Used,Automatic,Petrol,1500,171063,7500000
Perodua,Axia,2019,Used,Automatic,Petrol,1000,91100,6700000
Kia,Sonet,2026,Brand New,Automatic,Petrol,1000,0,12550000
Audi,Q7,2017,Used,Automatic,Petrol,2000,78000,29000000
Nissan,Magnite,2025,Brand New,Automatic,Petrol,1000,0,9790000
Land Rover,Range Rover,2019,Used,8-speed Automatic with All Wheel Drive,Petrol,2000,47000,90000000
Audi,A5,2017,Used,Automatic,Petrol,2000,55000,31490000
Suzuki,Fronx,2026,Brand New,Automatic,Petrol,1000,0,11775000
Land Rover,Discovery Sport,2025,Brand New (UK Spec Build),Automatic (AWD),Petrol Plug-in Hybrid (PHEV),1500,0,57500000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,21150000
Suzuki,Wagon R,2026,Brand New,Automatic,Petrol,650,0,8240000
Micro,Korondo,2015,Used,Automatic,Diesel,2000,132618,6950000
Kia,Sorento,2012,Used,Automatic,Diesel,2200,165000,12250000
Suzuki,Wagon R,2026,Brand New,Automatic,Petrol,650,0,8260000
Toyota,Raize,2024,Used,Automatic,Petrol,1000,30000,12290000
Mitsubishi,eK Space,2024,Import,Automatic,Hybrid,659,4407,8350000
Nissan,Magnite,2025,Brand New,Automatic,Petrol,1000,0,9790000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,0,15300000
Suzuki,XBee,2019,Used,Automatic,Hybrid,998,73000,8250000
Jaguar,X-Type,2003,Used,Automatic,Petrol,2099,124000,6000000
Toyota,Hilux,2025,Used,Automatic,Diesel,2800,1800,23800000
Suzuki,Alto,2025,Used,Automatic,Hybrid,660,8000,7150000
Nissan,Dayz,2025,Import,Automatic,Hybrid,660,2100,8800000
Toyota,Premio,2013,Brand New,Automatic,Petrol,1500,75000,11490000
Toyota,Yaris,2024,Brand New,Automatic,Petrol,1000,55000,9275000
Suzuki,Alto,2024,Reconditioned,Automatic,Hybrid,660,3800,7090000
Toyota,Raize,2026,Brand New,CVT Automatic,Hybrid,1200,25,14100000
Toyota,Raize,2025,Brand New,Automatic,Hybrid,1200,0,14500000
Toyota,Raize,2026,Brand New,Automatic,Petrol,1200,0,14800000
Toyota,Hilux,2026,Import,Automatic,Diesel,2800,20,28450000
Land Rover,Defender,2025,Brand New,Automatic,Petrol,2000,0,77000000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,20,14600000
Zotye,Nomad,2013,Used,Manual,Petrol,1300,127000,3650000
BMW,X1,2018,Used,Automatic,Petrol,1500,90000,16500000
Nissan,Roox,2023,Reconditioned,Automatic,Petrol,660,30000,8800000
Volkswagen,T-Cross,2024,Reconditioned,DSG Automatic,Petrol,1000,6500,12500000
Hyundai,Sonata,2001,Used,Automatic,Petrol,1997,175000,2885000
Toyota,"Toyota Hilux Z ""Adventure""",2026,Brand New (0 KM),6-Speed Automatic,Diesel,2800,0,29500000
Suzuki,Wagon R FX,2025,Brand New,Automatic,Petrol,650,1500,7650000
Toyota,Raize,2023,Reconditioned,Automatic,Petrol,1000,20113,13595000
Nissan,Sunny,1987,Used,Manual,Petrol,1480,177304,1875000
Nissan,Magnite,2026,Brand New,Automatic,Petrol,1000,0,8790000
Toyota,Corolla,2009,Used,Automatic,Petrol,1800,126497,7400000
Toyota,Aqua,2014,Used,Automatic,Hybrid,1500,194000,8085000
Land Rover,Range Rover Sport,2019,Used,Tiptronic,Hybrid,2000,57000,48500000
Audi,Q7,2025,Brand New,Automatic,Petrol,2000,0,74500000
Nissan,Dayz,2024,Brand New,Automatic,Hybrid,650,25000,8650000
Toyota,Raize,2025,Used,Automatic,Petrol,1200,5000,14300000
Mitsubishi,eK Wagon,2025,Reconditioned,Automatic,Petrol,660,3000,7150000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,1,19500000
Toyota,Raize,2024,Reconditioned,Automatic,Hybrid,1200,2100,13900000
Toyota,Verossa,2001,Used,Automatic,Petrol,2000,228697,5800000
Honda,Vezel,2026,Brand New,Automatic,Petrol,1500,0,21000000
Mitsubishi,Montero,2015,Used,Automatic,Diesel,3000,232981,29000000
Toyota,Yaris,2007,Used,Manual,Petrol,1300,215063,6000000
Jaguar,X-Type,2003,Used,Automatic,Petrol,2099,124000,6000000
Mahindra,Scorpio,2026,Brand New,Automatic,Diesel,2179,0,13385593
Nissan,Dayz,2024,Brand New,Automatic,Hybrid,650,25000,8650000
Toyota,Raize,2025,Used,Automatic,Petrol,1200,5000,14300000
Mitsubishi,eK Wagon,2025,Reconditioned,Automatic,Petrol,660,3000,7150000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,1,19500000
Toyota,Raize,2024,Reconditioned,Automatic,Hybrid,1200,2100,13900000
Toyota,Verossa,2001,Used,Automatic,Petrol,2000,228697,5800000
Honda,Vezel,2026,Brand New,Automatic,Petrol,1500,0,21000000
Mitsubishi,Montero,2015,Used,Automatic,Diesel,3000,232981,29000000
Toyota,Yaris,2007,Used,Manual,Petrol,1300,215063,6000000
Mercedes Benz,CLA 180,2020,Used,Automatic,Hybrid,1400,33600,22450000
Kia,Sonet,2026,Brand New,Automatic,Petrol,1000,0,12600000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,21500000
Audi,Q3,2018,Used,Automatic,Petrol,1400,81000,14000000
Toyota,CHR,2018,Used,Automatic,Petrol,1200,90100,12875000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,0,14900000
Perodua,Axia,2017,Used,Automatic,Petrol,1000,162000,6000000
Toyota,Raize,2023,Reconditioned,Automatic,Petrol,1200,15000,13100000
Honda,Grace,2017,Used,Automatic,Hybrid,1500,91200,10450000
Mitsubishi,eK Wagon,2023,Reconditioned,Automatic,Petrol,660,21000,6885000
Mercedes Benz,E350,2007,Used,Automatic,Petrol,3000,130000,9000000
Honda,Fit,2015,Used,Automatic,Hybrid,1500,107100,8350000
Daihatsu,Mira,2025,Brand New,Automatic,Petrol,660,8,7350000
Honda,Fit,2015,Used,Automatic,Hybrid,1500,90100,8750000
Suzuki,Fronx,2026,Brand New,Automatic,Petrol,1000,0,11775000
Toyota,Prius,2008,Used,Automatic,Hybrid,1500,267411,6675000
BYD,Sealion 6,2024,Used,Automatic,Petrol,1500,10000,20250000
Suzuki,Wagon R,2026,Brand New,Automatic,Hybrid,660,0,9300000
Mercedes Benz,GLB,2025,Brand New,Automatic,Petrol,1300,0,39000000
Honda,Vezel,2026,Brand New,Automatic,Petrol,1500,0,21250000
Nissan,Dayz,2025,Brand New,Automatic,Hybrid,660,2000,8650000
MG,ZS,2019,Used,Automatic,Petrol,1000,98000,9150000
Nissan,Magnite,2025,Brand New,Automatic,Petrol,1000,0,8790000
Toyota,Premio,2014,Used,Automatic,Petrol,1500,154924,12675000
Toyota,Land Cruiser Prado,2014,Used,Automatic,Diesel,3000,90000,36500000
Kia,Sonet,2026,Brand New,Automatic,Petrol,1000,0,12650000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,12,19390000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,5,14390000
Maruti Suzuki,800,2000,Used,Manual,Petrol,800,120000,1895000
Tesla,Model Y,2023,Used,Automatic,Electric,194,16000,26500000
Kia,Sorento,2015,Used,Automatic,Diesel,2200,97000,18600000
Toyota,Raize,2025,Brand New,Automatic,Hybrid,1200,12,14250000
Land Rover,Defender,2012,Used,Manual,Diesel,2200,168000,26000000
Daihatsu,Mira,2025,Reconditioned,Automatic,Petrol,660,2000,6800000
Audi,A3,2018,Used,Automatic,Petrol,1000,64000,10500000
Toyota,Roomy,2023,Reconditioned,Automatic,Petrol,1000,8000,9800000
Nissan,March,1999,Used,Automatic,Petrol,998,142000,3500000
Suzuki,Alto,2016,Used,Manual,Petrol,880,160000,4375000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,1,19500000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,21050000
Honda,Vezel,2026,Brand New,Automatic,Petrol,1500,0,18800000
Kia,Sorento,2013,Used,Automatic,Diesel,2200,181000,10790000
Mercedes Benz,S580e,2025,Brand New,Automatic,Petrol,3000,0,159500000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,19450000
Toyota,Raize,2026,Brand New,Automatic,Petrol,1200,0,14800000
Suzuki,Wagon R,2016,Used,Automatic,Hybrid,650,65000,6200000
Mercedes Benz,C180,2017,Used,Automatic,Petrol,1600,79000,19500000
Mitsubishi,Montero,2017,Used,Automatic,Diesel,2400,180000,23900000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,12,15500000
Nissan,Magnite,2025,Brand New,Automatic,Petrol,1000,0,8790000
Toyota,Yaris,2025,Used,Automatic,Petrol,990,15000,10250000
Toyota,Yaris,2025,Brand New,Automatic,Petrol,1000,0,10300000
Suzuki,Wagon R ZX,2026,Brand New,Automatic,Hybrid,650,0,9525000
Nissan,Dayz,2023,Reconditioned,Automatic,Petrol,660,7648,7695000
Micro,Kyron,2009,Used,Automatic,Diesel,2000,133000,5700000
Suzuki,Wagon R,2024,Import,Automatic,Petrol,660,15600,7595000
Honda,CRV,2018,Used,Automatic,Petrol,1500,120000,16900000
Suzuki,Alto,2026,Brand New,Automatic,Petrol,998,0,7195000
Toyota,Land Cruiser,2025,Brand New,Automatic,Petrol,2690,4500,62850000
Toyota,Hilux,2026,Brand New,Automatic,Diesel,2800,0,32500000
Nissan,Almera,2025,Brand New,Automatic,Petrol,1000,0,13650000
Nissan,Sunny,2003,Used,Automatic,Petrol,1500,71179,5475000
Nissan,Magnite,2025,Brand New,Automatic,Petrol,1000,0,8790000
Toyota,Land Cruiser Prado,2014,Used,Automatic,Diesel,3000,138000,36590000
Honda,Vezel,2025,Brand New,Automatic,Hybrid,1500,0,20550000
BMW,X2,2019,Used,Automatic,Petrol,1500,78200,19200000
Nissan,Wingroad,2000,Used,Manual,Petrol,1500,152000,3600000
Suzuki,Spacia,2024,Brand New,Automatic,Hybrid,660,400,9500000
Nissan,Magnite,2025,Brand New,Automatic,Petrol,1000,0,9790000
Toyota,Land Cruiser Prado,2026,Brand New,Automatic,Petrol,2700,0,62500000
Nissan,X-Trail,2013,Used,Tiptronic,Diesel,2000,169000,9990000
Suzuki,Wagon R ZX,2024,Import,Automatic,Hybrid,660,33000,8200000
BMW,740Le,2017,Used,Automatic,Petrol,2000,50000,39800000
Toyota,Land Cruiser Prado,2016,Used,Tiptronic,Petrol,2700,21000,39000000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,50,18675000
Toyota,Land Cruiser,2011,Used,Automatic,Diesel,4500,260000,42500000
Toyota,Roomy,2025,Brand New,Automatic,Petrol,1000,0,11550000
Suzuki,Fronx,2026,Brand New,Automatic,Petrol,1000,0,11775000
Mitsubishi,Montero,2007,Used,Automatic,Petrol,3000,160000,14990000
Toyota,Roomy,2024,Reconditioned,Automatic,Petrol,1000,19000,8990000
Ssang Yong,Rexton,2009,Used,Automatic,Diesel,2700,205000,7200000
Toyota,Land Cruiser,2025,Brand New,Automatic,Petrol,3500,3000,93500000
Peugeot,5008,2019,Used,Automatic,Petrol,1200,63000,15500000
Mitsubishi,Eclipse Cross,2020,Used,Automatic,Petrol,1500,98563,11000000
Toyota,3BA-VJA300W,2024,Brand New,Automatic,Diesel,3600,17300,92500000
Peugeot,3008,2018,Used,Automatic,Petrol,1198,82318,14700000
Kia,Sonet GTX+,2026,Brand New,Automatic,Petrol,1000,0,12600000
Honda,Vezel,2016,Used,Automatic,Hybrid,1500,111500,9850000
Honda,Civic,2018,Used,Automatic,Petrol,1000,73000,13090000
Honda,Civic,2006,Used,Automatic,Petrol,1800,113000,7450000
Land Rover,Defender,2025,Brand New,Automatic,Petrol,2000,0,73000000
Toyota,Yaris,2024,Reconditioned,Automatic,Petrol,1000,11911,10290000
Land Rover,Range Rover,2020,Used,Automatic,Petrol,2000,25000,89500000
Daihatsu,Mira,2024,Reconditioned,Automatic,Petrol,660,10000,7450000
Daihatsu,Mira,2025,Reconditioned,Automatic,Petrol,660,17000,7250000
Daihatsu,Move,2025,Reconditioned,Automatic,Petrol,660,2000,8200000
Toyota,Corolla,1997,Used,Automatic,Petrol,1500,170043,4395000
Toyota,Aqua,2012,Used,Automatic,Hybrid,1490,154000,7375000
Toyota,Roomy,2023,Used,Automatic,Petrol,1000,21000,11200000
Toyota,Corolla,2008,Used,Automatic,Petrol,1600,111000,6990000
Toyota,Yaris,2024,Brand New,Automatic,Petrol,1000,55000,9275000
Suzuki,Wagon R,2025,Reconditioned,Automatic,Petrol,660,8400,7750000
Honda,Vezel,2024,Import,Automatic,Hybrid,1500,25000,15880000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,21200000
Toyota,Urban Cruiser Taisor,2026,Brand New,Automatic,Petrol,1000,35,11900000
Toyota,Taisor,2026,Brand New,Automatic,Hybrid,1000,0,11850000
Hyundai,Getz,2002,Used,Automatic,Petrol,1300,183524,3365000
Toyota,Yaris Cross,2023,Reconditioned,Automatic,Hybrid,1500,7100,16250000
Mercedes Benz,C200,2019,Used,Automatic,Petrol,1500,10700,29800000
Honda,Vezel,2025,Brand New,Automatic,Hybrid,1500,0,18300000
Kia,Sorento,2011,Used,Automatic,Petrol,2400,147000,9350000
Suzuki,Alto,2024,Reconditioned,Automatic,Petrol,660,2600,6650000
Suzuki,Estilo,2010,Used,Manual,Petrol,998,160300,4000000
Nissan,Dayz,2025,Brand New,Automatic,Hybrid,660,0,8900000
Suzuki,XBee,2024,Brand New,Automatic,Hybrid,1000,1000,11700000
Honda,Vezel,2024,Import,Automatic,Hybrid,1500,25000,15535000
Toyota,Land Cruiser Prado,2015,Used,Automatic,Diesel,3000,150000,39000000
Toyota,Raize,2024,Import,Automatic,Hybrid,1200,2290,13800000
Kia,Sportage,2018,Used,Automatic,Petrol,2000,91000,13900000
Suzuki,Wagon R ZX,2026,Brand New,Automatic,Hybrid,660,0,9500000
DFSK,Glory,2023,Used,Automatic,Petrol,1500,44000,10590000
Mitsubishi,eK Wagon,2024,Reconditioned,Automatic,Petrol,660,3900,7450000
Honda,Civic,1990,Used,Manual,Petrol,1450,145000,1450000
Nissan,Sunny,2000,Used,Automatic,Petrol,1500,224000,4300000
Kia,Sorento,2014,Used,Automatic,Diesel,2200,129000,12950000
BMW,318i,2016,Used,Automatic,Petrol,1500,100000,17850000
Nissan,B11,1987,Reconditioned,Manual,Petrol,1500,40000,1100000
Daihatsu,Mira,2025,Import,Automatic,Petrol,658,10000,6900000
Toyota,Premio,2016,Used,Automatic,Petrol,1500,108000,15200000
Nissan,Aura,2024,Reconditioned,Automatic,Hybrid,1200,23000,13950000
Nissan,Teana,2010,Used,Automatic,Petrol,2500,167000,8950000
Mitsubishi,Outlander,2014,Used,Automatic,Hybrid,2000,73000,13900000
Honda,Vezel,2023,Brand New,Automatic,Hybrid,1500,33000,17575000
Suzuki,Alto,2025,Brand New,Automatic,Petrol,660,2000,6875000
Daihatsu,Taft,2024,Brand New,Automatic,Petrol,660,24000,8375000
Toyota,Camry,2010,Used,Automatic,Petrol,2400,127000,7990000
Honda,Vezel,2025,Used,Tiptronic,Hybrid,1500,7800,17490000
Honda,Vezel,2024,Reconditioned,Automatic,Hybrid,1500,13100,19750000
Land Rover,Discovery,2014,Used,Automatic,Diesel,3000,150000,30590000
Mercedes Benz,C180,2023,Used,Automatic,Petrol,1500,18000,32000000
Suzuki,Vitara,2013,Used,Automatic,Petrol,2000,132000,8750000
Toyota,Aqua,2014,Used,Automatic,Hybrid,1496,145000,7400000
Land Rover,Range Rover,2019,Used,Automatic,Hybrid,2000,92000,71000000
Suzuki,Wagon R FZ,2016,Used,Automatic,Petrol,650,98000,6000000
Honda,Vezel,2026,Brand New,Automatic,Petrol,1000,0,19450000
Audi,Q7,2015,Used,Automatic,Petrol,3000,161000,23500000
Toyota,Axio,2014,Used,Automatic,Hybrid,1490,226500,8300000
Land Rover,Defender,2026,Brand New,Automatic,Hybrid,2000,0,82500000
Nissan,Note,2024,Reconditioned,Automatic,Hybrid,1200,4837,17450000
Honda,Civic,2008,Used,Automatic,Petrol,1800,202000,7550000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,11900000
Audi,A3,2023,Reconditioned,Automatic,Petrol,1000,36500,18300000
Toyota,Land Cruiser Prado,2009,Used,Automatic,Petrol,2700,179353,22750000
Toyota,Roomy,2023,Reconditioned,Automatic,Petrol,1000,18000,10550000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,0,14500000
Honda,Vezel,2026,Brand New,Automatic,Petrol,1500,0,17350000
Mitsubishi,Eclipse Cross,2018,Used,Automatic,Petrol,1500,90000,12750000
Honda,Vezel,2026,Import,Automatic,Hybrid,1500,60,19150000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,10800000
Toyota,Taisor,2026,Brand New,Automatic,Hybrid,1000,0,11850000
Toyota,Land Cruiser Sahara,2003,Used,Automatic,Petrol,4700,121000,16700000
Nissan,Patrol,2008,Used,Automatic,Diesel,3000,235000,21750000
Toyota,Roomy,2024,Used,Automatic,Petrol,1000,5000,9600000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,11950000
Honda,BR-V,2017,Used,Automatic,Petrol,1500,75000,9975000
Kia,Sonet,2026,Brand New,Automatic,Petrol,1000,45,11550000
Toyota,Yaris,2023,Used,Automatic,Petrol,1000,34000,9100000
Audi,Other Model,2024,Used,Tiptronic,Electric,500,6500,69500000
Suzuki,Alto,2017,Used,Manual,Petrol,800,67000,4750000
Toyota,Yaris,2023,Reconditioned,Automatic,Petrol,1000,9000,9100000
Toyota,Land Cruiser Sahara,2013,Reconditioned,Automatic,Diesel,4500,81000,47500000
Kia,Sorento,2012,Used,Automatic,Diesel,2199,155000,10900000
